user_id,prediction
1219,989 1360 3233 3382 3607 3656 3881 3216 53 2444 3245 1420 557 2480 3338 2905 729 318 3517 2019 50 1198 2358 745 2503
542,989 1360 2480 3232 3233 3607 3656 3881 53 3216 3245 2444 2503 2309 557 2905 3338 578 318 2019 50 858 1795 1420 1178
1011,557 989 1360 2480 3233 3607 3656 3881 53 2444 2503 578 3216 1420 3245 3338 2905 1795 3522 2019 2197 318 50 745 1198
2559,3233 3607 989 1360 3382 3656 3881 53 557 3245 2480 1420 2905 3216 3338 2503 50 2019 1795 745 527 2358 3232 2197 1148
1544,3233 989 1360 3382 3607 3656 3881 53 2480 3216 557 3245 3232 1420 2444 1795 2905 3338 2019 318 2503 50 745 1198 527
3431,989 1360 3233 3382 3607 3656 3881 53 3216 3245 3338 2309 2905 557 2197 2503 2019 318 527 50 745 858 2444 260 1471
3226,989 1360 3233 3382 3607 3656 3881 53 1420 2503 557 3338 2905 2309 50 2197 3522 3245 318 745 1178 922 527 1148 3517
4299,989 1360 3233 3382 3607 3656 3881 3245 53 3338 3236 729 2905 318 50 3216 745 2019 1795 858 1198 2503 823 2309 2358
1044,53 989 1360 3233 3607 3656 3881 557 2197 1420 3338 2503 3245 3216 2019 2905 318 50 745 2309 527 3522 1178 2358 922
2414,3233 989 1360 3382 3607 3656 3881 53 2480 557 3245 3338 1420 2503 2905 2019 50 858 2197 745 527 2309 1198 3216 1148
111,989 1360 3233 3607 3881 557 3245 53 3338 1420 2905 729 858 2019 527 745 2503 1198 1795 2358 3517 3232 1178 904 260
127,3881 989 1360 3233 3382 3607 3656 557 53 3245 1420 3216 2905 3338 2480 2503 1795 2019 527 2931 3522 2309 1178 1148 3517
4762,989 1360 3233 3382 3607 3656 3881 53 557 2503 3338 3245 2197 2905 1420 2019 3522 3236 50 745 1795 1148 1178 922 904
5918,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
3366,53 557 989 1360 3233 3607 3656 3881 2197 3245 2503 3338 3216 2905 2931 2444 318 2019 858 50 3517 260 1471 527 1420
5317,989 1360 3382 3607 3656 3881 3233 53 3338 2480 1420 557 3245 2503 2309 2905 2019 745 3216 1148 1198 1795 3517 1178 260
3963,989 1360 3233 3382 3607 3656 3881 53 1420 3338 557 3245 2503 2019 858 2197 2905 50 745 2309 1198 1148 1795 3517 2480
5500,989 1360 3233 3236 3382 3656 3881 1420 53 823 557 3338 3245 2309 2503 1795 2019 858 2905 50 527 745 2480 318 1148
1109,989 1360 2480 3607 3656 3881 3233 53 3245 3338 557 729 2905 1795 318 3517 2019 858 50 2503 1420 745 2358 3216 1178
2807,3233 989 1360 3382 3607 3656 3881 53 1420 2480 557 3338 2503 666 3245 858 2309 572 527 50 922 904 318 3022 2197
1641,557 989 3233 3382 3607 3656 3881 1360 53 3245 1420 1795 2905 3232 3216 2480 3338 50 2444 2019 858 3517 745 2309 2358
2580,989 1360 3233 3382 3607 3656 3881 53 1420 3338 557 2197 3245 2503 318 2019 858 745 50 527 2905 2309 1198 1148 3522
295,989 1360 3233 3382 3607 3656 3881 53 557 2480 3245 1420 3232 2905 3338 2503 318 858 2019 50 2197 1795 3216 2309 1198
2060,989 1360 3233 3382 3607 3656 3881 53 557 3245 1420 3338 2480 2905 3232 2444 2198 729 2019 2358 2503 1795 2309 745 1198
523,989 1360 2480 3607 3656 3881 3233 53 557 2197 2503 1420 3338 3522 1471 3245 2905 2019 318 50 2309 745 922 1178 904
3394,989 1360 3233 3382 3607 3656 3881 53 557 1420 2503 3245 3338 2197 2905 2309 50 1471 3216 1198 1795 922 3522 3517 3022
4561,989 1360 3216 3233 3382 3607 3881 2444 53 666 3245 2480 3338 3232 2905 557 318 527 745 50 2019 729 1741 1198 1148
5547,3233 989 1360 2480 3382 3607 3881 3656 53 3338 557 3245 2905 318 2503 2309 3232 858 745 2019 2358 1148 1420 2197 922
1636,989 1360 3233 3382 3607 3656 3881 1420 3232 53 2198 3245 3338 1795 2905 2480 572 2309 557 858 318 578 50 2019 2503
3145,989 1360 3233 3382 3607 3656 3881 53 1420 557 2503 3338 2197 3245 2905 2480 2019 858 572 1471 3522 745 2309 527 1198
4444,989 1360 3233 3382 3607 3881 53 2480 557 3245 3338 2905 3232 3216 50 2503 858 2358 1795 2309 2019 745 527 578 823
4985,989 1360 2480 3233 3607 3656 3881 53 3216 3245 1420 557 2905 2503 3338 2019 318 3517 50 745 527 2309 2931 2358 1148
1291,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 2309 2480 2503 858 2019 3245 2905 745 318 572 922 1148 1178 3232
1281,989 1360 3233 3382 3607 3656 3881 557 1420 53 3338 572 729 2309 1795 858 3245 2905 2019 2503 50 745 3232 527 3517
3126,557 989 1360 3233 3607 3881 53 3245 2905 1795 3232 1420 318 2019 3338 858 729 2503 745 3216 2931 1198 527 2309 1178
5377,989 1360 3656 3881 3233 3607 53 2198 1420 557 3245 3338 2905 2503 858 3522 2019 1795 527 2309 745 1178 3232 1148 904
145,557 989 1360 2480 3233 3382 3607 3656 3800 3881 53 3232 1420 3245 2905 3338 578 2198 858 318 2309 823 50 2503 2019
5584,989 1360 3233 3607 3656 3881 53 1420 557 666 3245 3338 2503 2019 1795 858 3216 2309 2905 3232 572 745 50 922 1198
1116,1360 3233 3382 3607 3656 3881 53 557 2480 1420 3338 2309 2197 2503 2444 858 3245 2019 745 2905 318 50 527 922 3522
3601,989 1360 3233 3382 3607 3656 3881 53 3338 557 1420 3245 2197 2503 2019 2309 2905 318 858 50 745 1148 260 922 3522
97,3233 989 1360 3382 3607 3656 3881 53 1420 557 2197 1471 2503 3338 2309 858 2019 3245 912 666 2905 922 527 745 1148
2645,3233 989 1360 3382 3607 3656 3881 53 557 3338 3245 3216 2905 1420 2503 3232 858 2019 2480 2197 745 2358 260 2309 1148
4455,557 989 1360 3233 3607 3881 53 1420 3245 2197 3232 2480 3338 2905 318 2019 50 2503 3216 745 527 1148 3022 922 578
917,1360 2480 3233 3382 3607 3656 3881 989 53 3245 2503 3522 557 2197 2905 3338 3216 1795 50 1178 2309 1148 1198 745 2198
4770,989 1360 2480 3233 3382 3607 3656 3881 53 557 1420 3232 3338 3522 3245 2905 2503 2019 318 858 50 745 2309 2197 527
2703,989 1360 3233 3607 3656 3881 53 557 2503 2480 1420 2198 3245 2019 1795 3338 1471 1178 2309 3517 318 745 912 1148 904
4699,557 989 3233 3382 3607 3656 3881 3245 3232 3216 53 1420 2905 2358 3338 729 1795 50 3517 1198 2019 2480 527 858 745
132,989 1360 2444 3233 3607 3881 557 53 1420 3338 2197 3232 2309 2480 2503 3245 2905 318 745 3522 858 2019 50 1471 572
3407,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
5038,989 1360 3382 3607 3656 3881 3233 53 1420 557 2503 3338 3245 2309 2197 2019 2905 318 2480 1178 1198 922 1795 904 3232
705,989 1360 3233 3382 3607 3881 3656 53 3245 1420 557 3338 2905 1795 2503 3232 2444 858 50 745 578 527 1198 2309 3216
4697,3382 989 1360 3216 3233 3607 3656 3881 53 3338 3245 666 2444 2905 557 318 3232 2019 1795 2309 1420 745 50 2503 527
5788,989 1360 3233 3382 3607 3656 3881 53 557 3245 2480 3338 1420 2905 2197 318 2503 2019 50 2309 3216 745 666 2358 527
3009,557 1360 3216 3382 3607 3656 3881 53 3245 1886 3338 2444 2905 1420 729 318 2197 527 50 1198 2019 2309 745 1471 260
2587,557 572 989 1360 1420 3233 3382 3607 3800 3881 53 3245 3338 2503 318 2198 2197 2905 811 50 527 2019 1198 858 2358
587,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 2309 2480 2503 858 3245 2905 2019 50 3232 745 3522 527 578 2197
955,989 1360 3233 3382 3607 3656 3881 557 53 2480 1420 3245 3338 2905 2503 3216 2019 858 318 3517 1795 2309 922 729 1178
4342,989 1360 3233 3382 3607 3656 3881 53 557 3245 3338 1420 2309 2197 3216 2503 2480 2905 2019 318 858 50 745 260 2358
234,1360 2480 3233 3236 3607 53 3245 3522 2503 3338 2905 557 2019 2197 50 3517 2931 823 745 1148 1795 3022 922 260 912
829,989 1360 3233 3382 3607 3656 3881 53 557 2503 3245 3338 1420 1471 2197 2019 2905 3522 745 1178 2309 1795 3022 1207 720
3413,3233 989 1360 2480 3382 3607 3656 3881 53 557 1420 3338 2503 3245 2905 2309 2019 2197 50 745 3232 1178 1795 3522 922
4160,2480 3233 3382 3607 3656 3881 989 1360 3216 557 53 3245 1420 2503 3517 2905 2019 2309 1795 1471 2931 1198 666 858 318
5469,1360 3233 3382 3607 3656 3881 53 1420 3245 2503 3338 557 2905 858 2019 50 318 1198 2309 3216 745 3517 1178 922 2197
632,989 2480 3216 3233 3607 3881 3245 557 729 666 1795 2905 1741 2019 2444 318 1198 260 50 3517 745 53 2309 1178 1148
2204,557 572 666 1420 1471 1486 1741 1871 1886 2192 2444 2705 3216 3607 3656 3800 3517 2503 1795 2197 2905 2019 1531 3338 2843
660,989 1360 3382 3607 3656 3881 3233 53 557 3338 3245 1420 2905 2019 2503 3216 745 3517 2358 1795 666 1148 3232 2480 1178
3559,989 1360 3233 3382 3607 3881 53 1420 3245 3338 2503 3232 557 2197 318 2309 2905 50 1471 858 2019 745 3522 1795 578
5032,989 1360 3233 3382 3607 3656 3881 557 53 1420 2309 3338 3245 2197 2503 2905 318 50 858 2019 527 578 3232 1795 720
2230,989 1360 3233 3382 3607 3656 3881 729 3338 3245 2480 3232 2198 53 2905 3517 318 858 666 1795 50 2019 745 1420 557
259,989 1360 2480 3233 3382 3607 3656 3881 53 557 1420 3245 3338 2503 1795 2905 2019 318 3232 527 1178 2358 922 1198 904
5585,989 1360 3233 3382 3607 3656 3881 53 557 1420 2480 3338 2503 3245 2905 2019 745 527 1795 3522 2309 1148 922 3517 260
5337,989 1360 3233 3607 3656 3881 53 557 3338 3245 2444 2197 666 1420 1471 2309 2905 2503 2019 3216 745 318 50 3522 858
5449,989 1360 3233 3382 3607 3656 3881 2480 53 2444 557 3245 3216 2905 3338 3232 2197 318 2503 50 2019 2309 858 3517 745
6037,989 1360 3233 3382 3607 3656 3881 53 557 1420 2503 2197 3245 3338 2480 1471 2019 2905 3522 527 745 1178 2309 1198 1795
3005,989 1360 3233 3382 3607 3881 3656 53 557 3216 3245 2197 2503 2905 1420 2019 1795 3338 2309 3522 1198 318 858 50 745
6007,989 1360 3382 3607 3881 3233 557 53 3245 666 1420 3216 3338 2905 318 2019 1471 3517 1795 729 50 2358 858 3232 2503
372,3233 989 1360 2480 3382 3607 3656 3881 3245 53 3216 557 2444 3338 666 2905 729 1420 3232 1795 50 2019 527 2358 3517
695,989 1360 3382 3607 3656 3881 3233 53 557 3245 3338 2480 2444 2905 2503 3216 318 2019 858 1795 1420 3517 2197 745 260
2617,989 1360 3382 3607 3881 3233 53 3245 3338 2480 1420 2198 2905 729 3232 50 527 858 2019 557 745 1795 2358 2503 1148
1585,989 1360 3233 3607 3881 557 53 3236 3245 1420 3338 2905 3232 2503 858 50 2019 527 745 1198 1148 1178 729 2197 260
546,989 1360 2480 3233 3382 3607 3656 3881 53 557 1420 3216 3338 3232 3245 2503 2905 2309 2019 858 2197 318 50 1795 745
1209,989 1360 2480 3233 3382 3607 3656 3881 53 557 2197 2444 3338 3245 1420 2503 2309 2019 858 2905 3522 318 50 527 745
664,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 2503 2197 2480 858 3245 2905 2019 318 745 2309 3522 3232 2198 1471
681,53 1360 1886 3382 3607 3656 3881 3233 2309 2197 557 1471 3338 3245 1741 2444 1420 2192 2019 745 1795 527 2503 3022 720
2992,557 1360 1886 2198 2444 2480 3232 3233 3382 3656 3881 53 3338 3517 3245 2192 2197 128 2503 318 2358 214 1795 2931 2905
643,557 989 1360 3233 3382 3607 3656 3881 53 2480 2444 3232 2905 3338 1420 3245 2197 2309 2198 318 2358 50 858 578 1795
23,3233 989 1360 3382 3607 3656 3881 557 1420 53 3245 3216 2480 2905 3232 2503 2019 318 1198 1795 2309 3517 1148 1178 527
5757,989 1360 3233 3382 3607 3656 3881 53 1420 557 3245 2503 3338 2197 2019 2309 1795 2905 1471 3216 50 3522 318 745 527
3899,557 989 1360 3233 3607 3881 53 1420 3232 2480 3245 2905 3338 572 2198 1795 858 318 50 2019 745 2358 3022 578 2503
4513,989 1360 3233 3382 3607 3881 53 3245 1420 3338 2198 2905 823 2309 1795 318 2019 2503 50 858 3236 527 745 3232 1148
2704,989 1360 3233 3382 3607 3656 3881 53 1420 557 2197 3338 2503 3245 1002 1795 2905 2019 3517 527 318 3216 50 2309 745
5166,989 1360 3233 3382 3607 3656 3881 53 1420 2503 3245 557 3338 1471 858 2019 2905 2197 1795 3517 50 922 527 318 2309
1097,3233 989 1360 3382 3607 3656 3881 2480 53 3245 557 3338 2905 2503 50 858 2019 745 1420 3232 2197 260 2309 2358 1178
3183,989 1360 3233 3382 3607 3656 3881 53 557 2197 3245 1471 3338 1420 2503 2905 3522 2019 3216 1198 50 318 745 527 1148
1874,989 1360 2480 3233 3382 3607 3656 3881 53 1420 2197 557 2503 3245 3338 2905 3522 318 1471 745 527 2931 1178 1148 2309
5619,557 989 1360 2480 3233 3382 3607 3656 3881 53 3245 3338 2503 2905 318 2019 745 2197 1795 527 2444 2309 1148 3216 1198
3022,3233 3382 989 1360 2480 3607 3656 3881 53 557 3216 3245 2197 2503 3338 2905 1420 2019 3522 1795 1178 2358 922 720 904
3621,989 1360 3233 3382 3607 3656 3881 53 1420 557 3245 3338 2503 2197 2019 858 2905 1795 50 318 1471 745 3216 2309 1198
2595,989 1360 3233 3607 3656 3881 53 3245 3216 557 2905 3338 318 2503 2019 1795 745 1420 1198 729 858 3232 3517 1148 2358
1817,989 1360 2480 3233 3382 3607 3656 3881 53 557 3245 1420 2905 3216 1795 2503 2019 2931 3232 3338 858 50 1198 527 2309
1192,557 572 1360 1420 2480 3233 3236 3607 3881 53 2198 3338 3245 2503 858 3232 3303 2019 2905 1795 745 318 2444 50 527
4209,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
2103,989 3233 3382 3607 3656 3881 1360 53 3232 2480 557 3245 2905 1420 2444 3338 3216 1795 2019 318 2503 50 858 578 745
3420,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 3245 2480 2309 2905 2503 2019 50 527 745 1795 3232 2358 1148 1178
740,989 1360 2480 3233 3382 3607 3656 3800 3881 557 53 3216 2444 3245 1795 2503 3338 3232 578 2905 3517 318 2019 2931 50
3188,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
1707,3382 557 989 1360 3233 3236 3607 3656 3881 1420 53 572 3245 3338 3232 2905 2309 1795 858 2019 729 3216 318 2503 2198
4215,3233 989 1360 3382 3607 3656 3881 53 1420 557 3338 2480 3245 2503 2197 2905 2019 2309 527 745 1198 3232 1148 1178 922
2991,3233 1360 3382 3607 3656 3881 53 557 2197 3338 2503 3245 1420 1471 3522 2905 50 527 2309 745 1148 318 912 922 1212
3490,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 2503 3245 2309 2019 2905 1795 2480 745 1178 1471 922 3232 2197 912
135,557 989 1360 2480 3233 3607 3881 53 3232 3245 3338 2905 2444 2198 318 578 1795 2358 50 858 2197 2019 745 1420 2503
3334,989 1360 3382 3607 3881 3233 53 3245 3338 729 557 1420 2198 2905 3232 318 858 527 2019 745 3216 2309 1198 2503 1148
5479,989 1360 3382 3607 3656 3881 3233 53 557 3338 1420 2503 3245 2905 2309 858 2197 318 50 2019 527 745 1148 3522 260
5891,557 989 1360 3233 3382 3607 3881 53 3232 2444 3245 3216 2358 2905 3338 318 1795 578 50 2019 2198 2309 745 527 1198
4584,3233 989 1360 3382 3607 3656 3881 53 1420 2503 1471 2197 130 2019 3338 3245 557 3522 1002 1178 922 2905 1212 3022 3077
2468,989 1360 2480 3233 3382 3607 3656 3881 53 3245 1420 557 3338 2905 3216 2019 2503 3522 50 745 1148 1795 1178 2197 3517
5109,3233 989 1360 2480 3607 3656 3881 53 557 3338 1420 2503 1471 3245 2019 3522 2905 745 2197 858 318 527 50 1148 3216
2167,989 1360 2480 3233 3607 3656 3881 3216 3245 2309 3517 557 53 2444 2905 1471 1795 3232 2019 2503 1198 1420 2931 318 50
2235,989 1360 2480 3233 3607 3656 3881 53 557 3245 3232 3338 2905 318 50 2503 1795 858 578 745 729 2019 2358 2444 1198
2784,3233 989 1360 3382 3607 3656 3881 1420 53 557 3338 572 3245 858 2905 2503 2480 2019 318 1795 527 745 1178 2198 2309
3941,557 989 3233 3607 3881 1420 3245 3216 729 1795 3603 2905 318 53 2019 572 666 3517 50 1198 1178 745 260 858 527
3377,1360 3382 3607 3881 3233 3245 557 666 53 3517 2905 1420 3232 3338 729 3216 1795 2930 318 2931 2358 858 50 3236 2019
2667,3607 989 1360 1886 3233 3382 3656 3881 53 557 666 3338 2503 3245 2309 2019 1420 745 527 858 1148 922 3022 1795 1207
4313,989 1360 3233 3382 3607 3656 3881 53 1420 3522 3245 3338 557 2503 2905 2197 2309 2019 318 50 745 1178 1148 3232 922
5766,989 1360 2480 3233 3382 3607 3656 3881 53 3216 3245 3232 3338 729 2198 2905 2444 318 2019 557 527 50 858 745 2358
5565,1360 3881 989 2480 3233 3382 3607 3656 53 3245 557 1420 3338 2905 2503 1795 2019 2309 50 3232 3216 1198 260 922 720
4114,989 1360 3607 3656 3881 3233 53 1420 557 3245 2503 3338 2905 2197 2019 318 50 3522 745 1795 3216 2309 1178 1148 2358
5234,989 1360 3233 3382 3607 3656 3881 53 2480 557 2503 3338 1420 3245 2309 2019 2905 50 1795 3232 318 922 1178 527 1198
2397,572 989 1360 1420 3233 3607 3881 3656 53 3245 2503 557 3338 2197 858 3517 2309 745 50 1148 527 912 318 3022 922
633,3656 557 989 1360 3233 3382 3607 3881 53 2198 2480 3245 1795 3232 1420 2905 3338 858 2503 318 50 2019 2197 1178 527
5232,989 1360 3233 3607 3656 3881 53 557 3216 3245 1420 2480 2905 3338 2019 2503 318 1795 50 858 3232 1148 2197 527 2309
2277,989 1360 2480 3216 3233 3607 3881 53 3245 2905 3338 2197 318 3232 50 2019 2503 745 858 3522 1148 1795 1198 720 2309
435,1360 3233 3607 3656 3881 989 53 3216 3245 1420 3338 557 2444 2905 2930 3517 1198 2480 2503 2019 318 527 745 2197 2309
5771,989 1360 2480 3233 3382 3607 3656 3881 53 1420 557 2197 3338 2503 3245 2309 1471 858 2905 1198 745 50 318 527 1148
4383,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
2426,3382 1360 2480 3216 3233 3607 3656 3881 53 557 3522 2503 2197 3338 2309 3245 2905 2019 527 1420 50 1178 922 904 1212
5722,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 2503 2309 3245 2905 50 1795 1178 3517 318 527 1212 912 2197 3022
3199,989 1360 2480 3233 3382 3607 3656 3881 3216 53 557 3245 2905 2444 3338 318 2503 50 2019 1198 745 2309 527 858 1795
3561,989 1360 3233 3382 3607 3656 3881 53 557 2480 3338 1420 2444 3245 2197 2503 2905 3232 318 2019 50 745 527 1198 2309
2616,989 1360 3233 3607 3656 3881 53 3338 2503 3216 557 2309 3245 2019 2905 745 318 1148 50 2197 3522 1795 904 922 1178
4322,989 1360 3233 3382 3607 3656 3881 53 557 3338 3245 1420 2503 2905 2480 2197 2019 50 745 3216 3517 1148 2358 904 1178
3796,989 1360 3233 3382 3607 3656 3881 53 557 3338 2480 1420 2197 3245 2503 858 2019 527 318 745 50 3522 2309 1198 2905
3487,989 1360 3233 3382 3607 3881 3656 53 557 1420 2480 3338 3245 2503 2905 2019 2309 1795 318 745 1178 922 3517 3022 3232
4898,989 3233 3382 3607 3656 3881 1360 53 1420 2480 557 3338 2503 3245 2905 2309 2197 1178 922 3517 1212 912 1471 3022 1795
410,3233 989 1360 3607 3881 2444 53 557 3338 1420 666 2503 318 2309 2197 3245 3522 858 50 2019 745 3232 527 2905 1198
5731,989 1360 2480 3233 3382 3607 3656 3881 53 3216 557 1420 3245 2197 2905 3338 2503 1471 2019 2444 318 50 527 745 666
4585,3233 1360 3382 3607 3656 3881 989 53 3245 557 1420 3216 2905 1795 3338 2019 318 3232 2503 1198 3517 745 858 2358 527
4204,3881 989 1360 3382 3607 3656 3233 53 557 1420 3245 3338 2197 2503 2905 858 2019 2309 50 3216 527 745 3522 1178 1148
2990,989 1360 3233 3382 3607 3656 3881 53 1420 2480 557 3338 3245 2503 2019 2905 527 2197 922 1198 2309 1178 912 1207 1212
4070,989 1360 2480 3607 3656 3881 3233 53 557 3245 1420 2905 2503 2019 858 3338 318 3216 50 3232 745 1795 1471 2309 527
4207,989 1360 3233 3382 3607 3656 3881 53 557 2197 2309 3338 2503 3245 1420 666 858 2019 3216 3517 2905 527 1198 50 318
1358,989 1360 2480 3233 3607 3656 3881 53 3245 1420 3216 557 2905 3517 2019 2503 3338 318 2309 1795 858 50 1471 527 1148
2201,989 1360 3233 3382 3607 3656 3881 53 2197 1471 557 666 3338 3245 3522 3216 1420 2309 2503 2019 2905 3517 858 1198 745
3913,989 1360 3382 3607 3656 3881 3233 53 3245 557 3338 1420 2905 3232 50 2503 3216 858 745 2019 2358 1198 2309 2197 260
1361,989 1360 3233 3382 3607 3881 3656 53 1420 3338 2503 2309 557 3245 2019 858 2197 2905 50 745 318 1148 2480 922 1178
4895,989 1360 3233 3607 3881 53 3245 3232 1420 3338 557 2905 2503 50 3236 858 2198 578 2019 729 527 2931 745 2358 1198
4458,989 1360 3233 3382 3607 3656 3881 557 53 2480 3338 3245 1420 2905 2503 1795 2309 858 2019 318 527 1178 3232 3517 260
1454,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
1468,557 989 1360 2480 3233 3382 3607 3881 53 3216 3245 2444 2905 1420 2197 318 2503 3338 2019 50 3517 3232 745 527 2931
309,989 1360 2480 3382 3607 3656 3881 3233 53 3245 1420 3216 3338 2905 2503 557 2019 3522 745 1795 2358 2309 1148 3232 260
191,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
1839,3233 989 1360 3382 3607 3656 3881 557 53 3216 3232 3245 2905 3338 2480 318 2503 1795 2019 858 1198 527 3236 745 1178
5496,3607 989 1360 3233 3382 3656 3881 557 53 3232 1420 3245 2905 2480 3338 2444 1795 2358 2198 858 2019 2309 745 527 578
1353,572 989 1360 3233 3236 3382 3607 3656 3881 1420 53 557 1471 3245 3338 578 2197 1795 2019 2503 2905 318 720 50 527
464,989 1360 3233 3382 3607 3656 3881 1420 53 557 3245 3232 2480 2309 3338 572 2905 2503 1795 2019 858 50 318 1148 527
1923,1420 3656 557 572 989 1360 2444 3382 3607 3881 3233 666 53 2309 3245 3216 1795 3338 2503 2905 578 3232 2019 3517 318
575,989 1360 2480 3233 3382 3607 3656 3881 3216 53 557 3245 2444 2905 3338 666 318 2503 50 2019 745 2309 1795 527 1420
1514,989 1360 2480 3233 3382 3607 3656 3881 557 53 1420 3245 2503 2905 1795 3338 1178 745 2309 3232 3522 1198 1148 578 2358
5236,989 1360 3382 3607 3656 3881 3233 557 1420 53 3245 2480 3232 2905 3338 318 729 2503 2019 858 527 745 3216 1795 1198
5140,989 1360 3233 3382 3656 3881 3607 53 557 3245 1420 3338 2480 3216 666 2503 2905 2197 2019 858 50 745 2309 1148 2358
2134,989 1360 2444 2480 3233 3607 3881 53 557 666 2309 1420 3245 3338 3232 2197 3216 2905 2503 318 50 2019 3522 858 745
4625,3233 989 1360 3382 3607 3656 3881 53 3245 557 3338 2309 3216 2905 666 2503 318 2019 50 745 3522 858 260 2358 527
5758,3382 989 1360 3233 3607 3656 3881 53 557 1420 2197 3245 3338 2503 2905 2019 318 50 1198 527 2309 745 1148 3517 912
3141,989 1360 2480 3233 3607 3881 53 3216 3245 1420 2905 3338 318 2309 2019 50 745 2503 1795 1198 527 858 260 1148 1178
2017,989 1360 3233 3382 3607 3881 53 3245 3338 2905 729 557 1420 1795 2503 2019 745 858 1198 3216 260 2358 1148 1178 3517
4177,1360 989 3233 3382 3607 3881 53 1420 3245 557 2197 2503 3338 2905 2019 2309 318 50 1795 3522 3216 1178 922 3517 720
5889,3607 989 1360 2480 3233 3656 3881 53 557 1420 2197 3338 2503 1471 3245 858 2905 3522 50 3232 1148 527 922 904 1178
3880,989 1360 3233 3382 3607 3656 3881 557 53 1420 3245 2198 3338 3522 2503 2309 2905 318 2197 50 2019 745 1795 1198 1178
2891,557 989 1360 3233 3382 3607 3656 3881 53 3232 2198 3245 2444 3338 1420 2905 2358 318 2480 2197 578 50 1795 858 2019
1467,989 1360 3233 3382 3607 3656 3881 2444 53 3216 3232 3245 2480 3338 557 2905 1795 318 2198 50 2358 858 2019 527 2309
1253,989 1360 3216 3233 3607 3656 3881 53 557 1420 3338 2503 2309 858 3232 2019 2905 2197 745 50 2480 1148 527 318 922
3857,989 1360 3233 3382 3607 3656 3881 53 2444 3338 1420 3232 557 2309 2503 2197 3245 2905 318 3522 50 858 745 2019 578
1365,989 3233 3382 3607 3656 3881 1360 53 2197 2503 3338 3245 1420 557 3522 2905 2019 1471 3216 858 318 50 745 1795 1148
4909,989 1360 3382 3607 3656 3881 3233 53 557 1420 3338 2197 2480 2309 3245 2503 2905 2019 858 318 50 527 3232 260 3517
862,989 1360 3233 3382 3607 3656 3881 53 1420 557 2480 3338 3245 2503 2198 858 2905 1795 2019 2309 745 1178 318 3232 904
1484,989 1360 3382 3607 3656 3881 3233 1420 557 53 3338 3245 2480 2905 2503 858 1795 2019 3232 2309 318 729 527 572 1148
391,557 989 1360 3233 3607 3656 3881 53 1420 2503 1471 3338 572 3245 3517 3216 2905 904 922 3077 1198 1212 50 527 1148
4629,3607 557 989 1360 2480 3233 3382 3656 3881 53 3232 3338 2905 2197 578 1795 3245 318 2358 50 2019 858 527 745 128
3447,989 1360 3233 3382 3607 3656 3881 53 1420 3245 557 2905 2503 3338 2019 318 2480 2197 858 3216 745 1178 1795 527 2309
2028,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
2133,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
5798,989 1360 3233 3382 3656 3881 3607 53 1420 2480 3338 557 2197 3522 3245 2503 2905 318 2019 50 745 527 2358 2309 3216
5949,989 3233 1360 3382 3607 3656 3881 2480 53 1420 3245 557 3232 3338 1795 2905 858 2503 2309 2019 745 1178 3236 2358 578
2114,989 1360 3233 3607 3656 3881 557 53 3245 3338 2905 1420 318 3517 3216 50 2019 858 745 2503 2358 3232 527 1795 2197
3996,989 1360 2480 3233 3607 3656 3881 53 3216 3245 557 2905 3338 2309 318 2503 2019 50 1795 745 260 527 858 2197 3517
4109,572 989 1360 3233 3607 3656 3881 1420 53 3245 3216 2503 557 3517 2309 2905 1471 2019 2444 3338 858 50 2931 318 1148
5084,989 1360 2480 3382 3656 3881 3233 3607 53 3245 557 3338 2905 318 2444 2309 2503 3232 50 745 2197 2019 1795 2358 260
4121,3607 989 1360 2480 3233 3382 3656 3881 53 557 3245 2309 3216 2503 2905 1420 2019 3338 1198 1795 858 1471 2197 745 318
